gene	gene_name	gene_type	chr	start	end	strand	length	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12
ENSG00000147174.7	ACRC	protein_coding	chrX	70798261	70833433	+	3621	3.708	3.365	3.148	3.413	3.058	2.194	2.989	3.214	2.979	2.784	2.877	1.918
ENSG00000147180.12	ZNF711	protein_coding	chrX	84498997	84528368	+	5045	4.249	1.56	4.475	1.283	2.35	1.496	5.249	2.008	5.643	1.912	3.468	1.827
ENSG00000147202.13	DIAPH2	protein_coding	chrX	95939662	96859996	+	9550	1.433	0.976	1.438	0.926	1.628	1.202	1.856	1.314	1.95	1.409	2.058	1.77
ENSG00000147224.6	PRPS1	protein_coding	chrX	106871737	106894256	+	2197	29.89	40.61	28.41	41.26	35.216	45.974	31.506	48.949	32.295	49.512	34.897	47.459
ENSG00000147231.9	CXorf57	protein_coding	chrX	105855160	105922672	+	4853	3.95	2.855	4.255	2.859	3.584	2.711	4.648	2.106	5.21	2.438	4.026	2.877
ENSG00000147234.6	FRMPD3	protein_coding	chrX	106765680	106848481	+	9158	0.212	0.012	0.27	0.024	0.212	0.072	0.403	0.027	0.311	0.031	0.21	0.023
ENSG00000147251.11	DOCK11	protein_coding	chrX	117629861	117820126	+	6664	18.49	7.364	18.568	8.056	28.994	18.499	30.34	9.676	30.069	8.515	29.912	21.108
ENSG00000147257.9	GPC3	protein_coding	chrX	132669773	133119922	-	2711	0.013	0.027	0	0.055	0.017	0.04	0	0.012	0	0	0	0
ENSG00000147274.10	RBMX	protein_coding	chrX	135930163	135962923	-	5882	48.383	55.266	48.624	52.468	39.297	41.78	51.142	57.149	51.797	56.44	45.667	46.462
ENSG00000147316.8	MCPH1	protein_coding	chr8	6264113	6501144	+	4894	5.33	5.462	5.61	5.685	5.515	6.271	7.712	7.462	7.593	7.398	6.732	7.799
ENSG00000147324.6	MFHAS1	protein_coding	chr8	8640864	8751155	-	6883	9.201	8.895	8.64	9.133	28.93	16.676	14.33	18.841	14.303	17.101	25.054	19.016
ENSG00000147364.12	FBXO25	protein_coding	chr8	356428	421225	+	4004	4.313	3.37	4.074	2.855	5.75	4.051	5.911	3.81	5.838	3.633	5.901	5.09
ENSG00000147382.14	FAM58A	protein_coding	chrX	152853377	152865500	-	1727	16.544	13.021	13.179	13.412	14.079	14.078	15.472	13.296	14.707	12.688	13.386	12.395
ENSG00000147383.6	NSDHL	protein_coding	chrX	151999511	152038273	+	1996	9.018	17.498	9.031	16.924	9.893	20.07	6.157	15.601	6.287	15.794	8.293	17.916
ENSG00000147394.14	ZNF185	protein_coding	chrX	152082986	152142024	+	4795	0.74	0.386	0.676	0.324	0.953	0.623	0.827	0.335	0.922	0.247	0.476	0.244
ENSG00000147400.8	CETN2	protein_coding	chrX	151995517	151999321	-	1928	9.089	8.108	8.821	7.35	10.314	9.718	5.47	5.27	5.091	5.391	9.523	9.43
ENSG00000147403.12	RPL10	protein_coding	chrX	153618315	153637504	+	4825	89.842	92.562	92.084	93.109	145.676	125.858	101.686	91.351	100.729	94.875	123.671	105.788
ENSG00000147408.10	CSGALNACT1	protein_coding	chr8	19261672	19615540	-	6580	6.711	1.968	6.807	1.946	8.414	3.124	6.429	0.368	6.325	0.356	2.695	0.35
ENSG00000147416.6	ATP6V1B2	protein_coding	chr8	20054878	20084330	+	7816	12.633	15.406	12.528	14.093	21.551	20.622	10.21	13.385	10.233	13.095	14.965	19.208
ENSG00000147419.12	CCDC25	protein_coding	chr8	27590835	27630170	-	4408	8.648	12.21	8.36	10.585	8.258	10.212	8.292	11.781	7.674	12.463	7.912	10.002
ENSG00000147421.13	HMBOX1	protein_coding	chr8	28747911	28922281	+	6634	6.789	4.379	7.526	4.194	4.826	4.681	11.904	5.509	12.446	5.256	7.977	6.763
ENSG00000147434.4	CHRNA6	protein_coding	chr8	42607763	42651535	-	2596	0.169	0.503	0.224	0.599	0.64	0.604	0.244	0.654	0.173	0.673	1.151	0.341
ENSG00000147437.5	GNRH1	protein_coding	chr8	25276776	25282170	-	1762	4.298	2.388	3.658	2.184	4.451	2.007	4.14	1.589	4.932	1.293	4.753	2.072
ENSG00000147439.7	BIN3	protein_coding	chr8	22477931	22526661	-	5072	3.65	3.053	3.446	3.005	3.193	3.507	4.408	3.702	4.572	3.483	3.891	3.529
ENSG00000147443.8	DOK2	protein_coding	chr8	21766384	21771371	-	2211	5.493	1.493	4.826	1.908	3.902	2.16	3.21	0.327	3.033	0.24	1.263	0.673
ENSG00000147454.9	SLC25A37	protein_coding	chr8	23386318	23432976	+	8147	5.6	9.749	6.392	11.926	5.98	5.892	6.856	9.652	7.155	11.819	5.835	5.386
ENSG00000147457.9	CHMP7	protein_coding	chr8	23101150	23119512	+	4532	46.933	21.768	46.966	21.643	33.564	23.517	52.048	17.004	50.174	15.82	26.59	20.294
ENSG00000147459.13	DOCK5	protein_coding	chr8	25042238	25275598	+	15960	0.085	0.139	0.055	0.063	0.095	0.053	0.047	0.016	0.035	0.029	0.015	0.011
ENSG00000147465.7	STAR	protein_coding	chr8	38001167	38008783	-	3767	0.019	0.096	0.058	0.059	0.061	0.029	0.063	0.075	0.04	0.033	0.01	0.019
ENSG00000147471.7	PROSC	protein_coding	chr8	37620111	37637283	+	3426	19.787	24.528	19.154	24.915	29.061	32.993	21.083	30.123	20.841	29.673	26.2	30.9
ENSG00000147475.10	ERLIN2	protein_coding	chr8	37594117	37616619	+	9464	4.991	4.15	4.991	3.683	7.132	5.377	4.285	3.121	4.505	3.374	4.778	3.625
ENSG00000147485.8	PXDNL	protein_coding	chr8	52232138	52722005	-	5238	0.161	0.048	0.076	0.064	0.097	0.028	0.401	0.048	0.415	0.018	0.113	0.02
ENSG00000147488.7	ST18	protein_coding	chr8	53023399	53373519	-	14396	0.025	0.01	0.046	0.01	0.016	0	0	0.004	0.008	0	0.003	0
ENSG00000147509.9	RGS20	protein_coding	chr8	54764368	54871863	+	3192	0.115	0.068	0.057	0.046	0.029	0.034	0.075	0.049	0.023	0.098	0.074	0.044
ENSG00000147526.15	TACC1	protein_coding	chr8	38585704	38710546	+	12609	10.007	11.474	9.779	11.262	13.805	17.62	10.426	16.582	10.104	15.887	15.482	22.276
ENSG00000147533.12	GOLGA7	protein_coding	chr8	41347915	41368499	+	2474	19.8	22.092	18.458	21.491	21.875	21.525	16.873	25.212	16.156	24.324	19.118	22.864
ENSG00000147535.12	PPAPDC1B	protein_coding	chr8	38120648	38126761	-	4414	23.92	8.915	25.699	8.91	16.598	14.162	30.824	9.079	32.632	8.479	27.809	19.977
ENSG00000147536.7	GINS4	protein_coding	chr8	41386725	41402565	+	5475	2.105	1.603	2.215	1.406	1.104	1.458	1.477	1.138	1.416	1.391	0.905	1.592
ENSG00000147548.12	WHSC1L1	protein_coding	chr8	38127215	38239790	-	15252	13.55	8.858	13.595	9.063	13.691	11.015	22.008	12.064	22.253	10.99	19.39	16.715
ENSG00000147570.5	DNAJC5B	protein_coding	chr8	66933795	67012751	+	2927	0.687	0.211	0.51	0.215	0.126	0.075	0.88	0.279	0.576	0.192	0.148	0.085
ENSG00000147573.12	TRIM55	protein_coding	chr8	67039131	67087720	+	3079	0.059	0	0.118	0	0.075	0.012	0.129	0.01	0.097	0.02	0.013	0
ENSG00000147576.11	ADHFE1	protein_coding	chr8	67342420	67383836	+	3753	1.881	0.986	1.844	0.601	1.844	0.884	1.764	0.52	2.306	0.599	1.592	0.491
ENSG00000147586.5	MRPS28	protein_coding	chr8	80830952	80942524	-	1819	7.904	14.655	7.667	13.628	5.91	11.723	4.533	13.782	4.428	13.058	5.641	11.262
ENSG00000147592.4	LACTB2	protein_coding	chr8	71547553	71581409	-	1931	5.456	4.977	4.809	5.02	4.54	5.814	4.825	6.157	5.335	5.043	4.54	6.828
ENSG00000147601.9	TERF1	protein_coding	chr8	73921099	73960357	+	8831	1.868	1.117	1.93	1.173	2.158	1.754	1.971	1.414	1.973	1.428	2.395	2.296
ENSG00000147604.9	RPL7	protein_coding	chr8	74202506	74208024	-	2903	1.979	5.897	1.969	5.901	1.383	3.378	1.202	5.223	1.561	5.645	1.422	3.614
ENSG00000147606.4	SLC26A7	protein_coding	chr8	92221722	92410378	+	6269	0.035	0.04	0.052	0.018	0.022	0.052	0.019	0.005	0.042	0.05	0.107	0.079
ENSG00000147614.3	ATP6V0D2	protein_coding	chr8	86999552	87166457	+	3010	0.194	0.108	0.23	0.074	0.184	0.024	0.092	0.073	0.112	0.031	0.039	0.024
ENSG00000147642.12	SYBU	protein_coding	chr8	110586207	110704020	-	7024	1.427	0.511	1.472	0.448	0.736	0.498	2.382	0.502	2.277	0.6	1.394	0.742
ENSG00000147649.5	MTDH	protein_coding	chr8	98656407	98740998	+	6391	25.307	34.271	25.988	35.344	33.243	39.787	31.053	44.866	31.939	43.95	41.279	49.666
ENSG00000147650.7	LRP12	protein_coding	chr8	105501459	105601252	-	9777	0.109	0.156	0.097	0.11	0.198	0.149	0.028	0.071	0.046	0.077	0.012	0.011
ENSG00000147654.10	EBAG9	protein_coding	chr8	110551940	110578225	+	3579	9.844	11.836	9.788	11.909	9.655	12.537	11.841	14.765	11.325	13.684	11.458	12.042
ENSG00000147669.6	POLR2K	protein_coding	chr8	101162812	101166230	+	1711	21.745	38.367	20.411	34.34	19.307	32.381	15.2	36.271	14.8	37.561	19.854	30.491
ENSG00000147676.9	MAL2	protein_coding	chr8	120177273	120257913	+	3431	0	0.053	0.011	0.011	0	0.011	0	0.037	0.011	0.064	0.011	0.031
ENSG00000147677.6	EIF3H	protein_coding	chr8	117654369	117779164	-	6431	48.371	40.391	47.967	37.276	56.058	40.877	44.471	36.472	43.793	36.615	45.693	36.847
ENSG00000147679.7	UTP23	protein_coding	chr8	117778742	117861702	+	5246	5.056	8.352	5.435	8.245	6.508	8.275	6.884	12.351	6.755	12.62	6.97	9.607
ENSG00000147684.3	NDUFB9	protein_coding	chr8	125551344	125580751	+	2629	21.987	36.365	21.165	33.439	15.917	22.766	11.159	26.094	11.969	28.174	14.297	21.718
ENSG00000147687.12	TATDN1	protein_coding	chr8	125500726	125551699	-	4778	2.841	4.266	2.599	4.112	3.824	4.31	2.846	4.687	3.144	4.514	3.925	4.74
ENSG00000147789.11	ZNF7	protein_coding	chr8	146052849	146072894	+	10296	3.71	4.999	3.671	4.855	4.096	4.666	3.773	4.867	3.988	4.823	4.151	4.341
ENSG00000147799.7	ARHGAP39	protein_coding	chr8	145754563	145911194	-	5012	0.606	0.666	0.509	0.819	0.313	0.4	0.87	1.224	0.919	1.183	1.075	1.082
ENSG00000147804.5	SLC39A4	protein_coding	chr8	145635126	145642279	-	5033	1.919	5.534	1.961	6.021	1.412	3.476	0.796	2.912	0.953	2.983	1.172	1.57
ENSG00000147813.11	NAPRT1	protein_coding	chr8	144656955	144660819	-	3079	6.452	3.887	6.848	4.098	9.515	5.967	7.558	2.779	8.626	2.646	8.453	4.834
ENSG00000147852.11	VLDLR	protein_coding	chr9	2621834	2660053	+	9339	0.067	0.684	0.121	0.693	0.509	0.57	0.246	1.061	0.297	1.113	0.198	0.448
ENSG00000147853.12	AK3	protein_coding	chr9	4711155	4742043	-	2808	16.664	10.359	14.719	8.723	12.043	8.022	13.751	6.508	14.648	6.636	12.322	7.409
ENSG00000147854.12	UHRF2	protein_coding	chr9	6413151	6507054	+	9919	18.478	13.723	18.812	12.787	19.461	12.752	21.818	12.031	22.086	12.241	24.286	14.918
ENSG00000147862.10	NFIB	protein_coding	chr9	14081842	14398982	-	10508	0.01	0.007	0.007	0	0.009	0.003	0	0.003	0.007	0	0	0
ENSG00000147872.5	PLIN2	protein_coding	chr9	19108373	19149288	-	5094	5.947	5.689	5.233	6.159	22.081	16.808	4.529	6.533	4.493	5.613	4.971	7.639
ENSG00000147874.6	HAUS6	protein_coding	chr9	19053141	19103117	-	7932	3.907	5.176	4.008	4.893	4.461	4.798	3.414	5.472	3.75	5.792	3.802	4.995
ENSG00000147883.9	CDKN2B	protein_coding	chr9	22002902	22009362	-	4058	0.496	0.152	0.512	0.091	0.568	0.853	0.166	0.171	0.222	0.062	0.639	0.812
ENSG00000147889.12	CDKN2A	protein_coding	chr9	21967751	21995300	-	4400	0.89	0.676	0.96	0.639	0.451	0.688	0.604	0.286	0.622	0.241	0.42	0.435
ENSG00000147894.10	C9orf72	protein_coding	chr9	27546544	27573864	-	6061	5.511	5.182	5.882	5.085	6.272	4.486	9.425	5.304	9.209	5.371	9.302	7.76
ENSG00000147905.13	ZCCHC7	protein_coding	chr9	37120536	37358146	+	3992	20.675	17.744	18.518	17.156	12.412	18.718	24.996	22.401	23.788	21.502	20.023	24.814
ENSG00000147912.8	FBXO10	protein_coding	chr9	37510889	37588871	-	6059	4.48	2.568	3.822	2.479	4.127	2.322	3.095	2.071	3.302	1.988	2.836	1.743
ENSG00000147955.12	SIGMAR1	protein_coding	chr9	34634719	34637806	-	2196	21.424	45.881	21.574	44.767	15.19	27.554	12.799	48.084	13.971	51.951	15.899	24.079
ENSG00000147996.12	CBWD5	protein_coding	chr9	70432004	70497240	-	12708	0.158	0.268	0.16	0.274	0.134	0.218	0.125	0.235	0.094	0.246	0.139	0.206
ENSG00000148019.8	CEP78	protein_coding	chr9	80850978	80894606	+	14355	3.787	3.002	3.891	2.905	2.957	2.938	3.781	2.226	3.933	2.348	3.024	2.975
ENSG00000148053.11	NTRK2	protein_coding	chr9	87283466	87638505	+	16968	0.002	0.009	0.006	0.015	0.022	0.013	0	0.002	0.002	0.004	0.007	0.01
ENSG00000148057.11	IDNK	protein_coding	chr9	86237964	86259045	+	1993	4.332	3.985	5.006	4.678	8.01	6.676	3.899	3.062	4.022	3.226	4.182	3.734
ENSG00000148082.5	SHC3	protein_coding	chr9	91628060	91793682	-	2555	0.043	0.043	0.043	0	0	0.043	0	0	0.103	0	0.015	0.042
ENSG00000148090.7	AUH	protein_coding	chr9	93976097	94124195	-	2673	3.996	2.13	4.468	1.993	4.056	2.673	5.102	2.224	4.863	1.822	4.53	2.426
ENSG00000148110.11	HIATL1	protein_coding	chr9	97136833	97223324	+	3420	22.624	27.18	22.041	26.495	25.874	31.239	19.126	31.105	19.946	29.899	28.108	35.421
ENSG00000148120.10	C9orf3	protein_coding	chr9	97488983	97849441	+	11443	0.774	0.59	0.745	0.747	0.766	0.631	0.544	0.506	0.596	0.576	0.402	0.338
ENSG00000148143.8	ZNF462	protein_coding	chr9	109625378	109775915	+	12259	0.027	0.021	0.012	0.009	0.034	0.033	0.006	0	0	0.005	0.003	0
ENSG00000148153.9	INIP	protein_coding	chr9	115446206	115480516	-	4423	9.223	10.094	8.95	10.105	9.492	11.826	9.519	10.525	9.664	10.96	8.943	11.402
ENSG00000148154.5	UGCG	protein_coding	chr9	114659046	114697649	+	4615	27.175	54.132	27.404	48.039	12.216	38.385	21.965	52.951	21.827	48.541	19.569	49.518
ENSG00000148156.6	ACTL7B	protein_coding	chr9	111616871	111619239	-	2369	0.015	0.031	0	0	0	0.031	0	0	0.016	0.013	0.017	0.015
ENSG00000148158.12	SNX30	protein_coding	chr9	115513118	115643951	+	11578	3.675	0.708	3.919	0.665	5.802	1.892	4.674	0.628	4.721	0.647	5.933	2.274
ENSG00000148175.8	STOM	protein_coding	chr9	124101355	124132531	-	3188	9.02	27.429	9.172	28.62	9.262	23.69	4.9	32.924	5.17	33.935	6.647	20.289
ENSG00000148180.12	GSN	protein_coding	chr9	123970072	124095121	+	11097	5.456	2.409	5.644	2.467	7.741	1.997	3.451	0.638	3.261	0.599	4.252	0.917
ENSG00000148187.13	MRRF	protein_coding	chr9	125026882	125085743	+	3162	16.464	21.713	15.847	20.665	13.015	16.427	11.973	18.871	13.411	19.437	13.914	17.732
ENSG00000148200.12	NR6A1	protein_coding	chr9	127279554	127533589	-	7124	0.334	4.836	0.266	5.069	0.097	1.857	0.206	7.29	0.289	7.523	0.795	2.562
ENSG00000148204.7	CRB2	protein_coding	chr9	126118449	126142603	+	6349	1.089	0.046	0.946	0.012	0.756	0.184	0.812	0.025	0.856	0.054	0.762	0.195
ENSG00000148218.11	ALAD	protein_coding	chr9	116148597	116163613	-	5170	11.414	3.213	10.622	3.077	13.921	5.845	10.03	0.779	9.898	0.948	9.795	2.475
ENSG00000148219.12	ASTN2	protein_coding	chr9	119187504	120177348	-	8290	0.15	0.122	0.228	0.121	0.206	0.119	0.1	0.011	0.05	0.045	0.081	0.051
ENSG00000148225.11	WDR31	protein_coding	chr9	116075502	116102578	-	4933	0.274	0.529	0.31	0.645	0.627	0.443	0.386	0.727	0.349	0.993	0.47	0.46
ENSG00000148229.8	POLE3	protein_coding	chr9	116169515	116172952	-	2604	41.81	63.4	41.072	58.938	34.301	50.994	37.36	75.386	37.332	73.13	39.438	57.163
ENSG00000148248.9	SURF4	protein_coding	chr9	136228325	136242970	-	3229	43.178	63.54	42.336	63.205	64.211	88.727	32.437	64.292	33.505	63.576	56.619	81.31
ENSG00000148288.7	GBGT1	protein_coding	chr9	136028340	136039332	-	3708	5.259	8.95	5.166	9.499	3.795	5.043	4.212	8.373	4.223	8.165	4.57	5.783
ENSG00000148290.5	SURF1	protein_coding	chr9	136218610	136223552	-	1761	22.291	19.216	20.989	19.015	26.042	21.444	20.599	17.719	18.592	17.14	24.38	18.797
ENSG00000148291.5	SURF2	protein_coding	chr9	136223428	136228045	+	1008	14.663	27.633	14.198	28.741	14.143	24.915	9.36	25.993	10.889	26.228	12.209	21.623
ENSG00000148296.5	SURF6	protein_coding	chr9	136197552	136203235	-	2684	25.571	47.39	24.15	48.331	19.08	34.78	19.689	50.158	20.336	50.587	20.845	33.672
ENSG00000148297.11	MED22	protein_coding	chr9	136205160	136214986	-	7242	12.321	10.522	12.913	12.037	11.314	12.492	13.877	11.966	13.403	11.775	11.922	12.357
ENSG00000148300.7	REXO4	protein_coding	chr9	136271186	136283164	-	2599	17.567	27.254	16.001	29.483	17.343	25.834	18.93	35.061	17.873	34.444	17.972	27.369
ENSG00000148303.12	RPL7A	protein_coding	chr9	136215069	136218281	+	2242	224.188	231.427	212.207	218.186	229.57	196.478	179.264	193.537	169.894	196.704	185.431	161.794
ENSG00000148308.13	GTF3C5	protein_coding	chr9	135906076	135933890	+	3992	21.032	19.397	20.069	19.556	22.502	21.302	19.911	18.107	19.913	18.468	20.279	19.736
ENSG00000148331.7	ASB6	protein_coding	chr9	132399171	132404444	-	2330	16.125	16.702	15.332	16.61	19.742	20.368	14.445	16.389	13.65	15.513	17.549	18.04
ENSG00000148334.10	PTGES2	protein_coding	chr9	130882972	130890741	-	3039	25.052	40.577	24.852	40.603	14.195	27.035	14.924	27.262	14.385	29.981	12.601	20.642
ENSG00000148335.10	NTMT1	protein_coding	chr9	132371163	132398209	+	2674	12.436	20.874	13.128	20.977	12.06	17.844	9.133	20.126	9.442	20.007	12.586	17.986
ENSG00000148337.15	CIZ1	protein_coding	chr9	130928343	130966662	-	5074	26.339	22.287	25.033	23.065	36.634	32.37	31.229	27.884	30.344	27.135	36.907	31.013
ENSG00000148339.8	SLC25A25	protein_coding	chr9	130830480	130871524	+	4979	5.856	4.32	5.515	4.54	4.012	7.628	5.701	6.734	4.537	5.761	5.243	8.919
ENSG00000148341.13	SH3GLB2	protein_coding	chr9	131769315	131790582	-	6814	21.487	9.437	21.527	9.969	22.12	12.913	17.279	5.253	17.301	5.556	16.202	8.566
ENSG00000148343.14	FAM73B	protein_coding	chr9	131798900	131834361	+	6302	12.568	7.781	12.296	7.891	12.87	10.307	10.386	5.555	9.844	5.612	12.178	8.323
ENSG00000148346.7	LCN2	protein_coding	chr9	130911350	130915734	+	2057	0.285	0.247	0.23	0.18	0.045	0.053	0	0	0	0	0	0
ENSG00000148356.9	LRSAM1	protein_coding	chr9	130213765	130265780	+	4365	10.066	7.636	10.27	8.502	11.648	9.403	9.482	4.489	9.749	5.349	9.827	7.356
ENSG00000148358.15	GPR107	protein_coding	chr9	132815705	132902448	+	9135	7.902	7.051	8.048	7.06	9.045	9.564	8.554	7.035	8.546	6.912	9.473	10.037
ENSG00000148362.6	C9orf142	protein_coding	chr9	139886870	139888436	+	1367	52.213	62.137	46.112	64.986	33.21	34.611	25.782	34.1	24.636	35.551	21.629	21.83
ENSG00000148377.5	IDI2	protein_coding	chr10	1064847	1071799	-	1359	0.027	0.027	0	0.082	0	0.054	0.088	0.046	0.028	0.092	0	0
ENSG00000148384.11	INPP5E	protein_coding	chr9	139323071	139334274	-	3394	16.341	16.756	16.137	17.453	17.155	16.947	13.257	13.188	14.912	14.227	18.025	14.452
ENSG00000148396.14	SEC16A	protein_coding	chr9	139334549	139372141	-	12102	15.269	19.168	15.142	19.824	18.947	21.812	18.01	23.038	17.929	23.182	20.259	21.935
ENSG00000148399.7	DPH7	protein_coding	chr9	140449356	140473387	-	4475	12.786	10.828	12.19	11.046	10.64	9.253	11.357	9.011	11.159	9.591	11.395	8.878
ENSG00000148400.9	NOTCH1	protein_coding	chr9	139388896	139440314	-	9880	13.352	23.094	13.752	28.697	10.731	15.484	10.485	23.861	10.127	24.301	11.278	11.892
ENSG00000148408.8	CACNA1B	protein_coding	chr9	140772241	141019076	+	10197	0.007	0.021	0.029	0.015	0	0	0.016	0.015	0.011	0.006	0.015	0.003
ENSG00000148411.3	NACC2	protein_coding	chr9	138898383	138987131	-	7212	0.796	0.795	0.712	1.006	2.079	1.435	0.313	0.362	0.265	0.299	0.463	0.388
ENSG00000148426.8	PROSER2	protein_coding	chr10	11865338	11914276	+	3663	0.13	0.426	0.139	0.515	0.34	0.388	0.065	0.258	0.02	0.247	0.064	0.106
ENSG00000148429.10	USP6NL	protein_coding	chr10	11495945	11653753	-	14202	5.675	2.5	5.631	2.329	4.239	2.844	9.086	2.87	8.813	2.62	6.176	3.279
ENSG00000148444.11	COMMD3	protein_coding	chr10	22604903	22609235	+	3315	9.27	4.617	8.459	4.431	8.768	5.982	8.192	2.571	8.317	2.957	8.16	5.046
ENSG00000148450.8	MSRB2	protein_coding	chr10	23384435	23410942	+	2052	1.444	1.237	1.704	1.244	2.361	1.545	1.159	0.307	1.333	0.38	0.901	0.708
ENSG00000148459.11	PDSS1	protein_coding	chr10	26986588	27035727	+	1959	5.64	13.497	5.205	11.993	2.379	7.647	2.651	12.331	2.524	12.762	2.449	8.413
ENSG00000148468.12	FAM171A1	protein_coding	chr10	15253642	15413061	-	3955	0.453	0.624	0.414	0.561	0.863	1.005	0.06	0.207	0.095	0.245	0.08	0.448
ENSG00000148481.9	FAM188A	protein_coding	chr10	15820169	15902519	-	4094	4.825	5.351	4.794	4.907	4.801	4.621	4.861	4.203	5.261	4.963	5.244	4.164
ENSG00000148484.13	RSU1	protein_coding	chr10	16632610	16859527	-	4191	16.847	15.248	16.77	14.752	25.87	22.996	12.874	11.4	11.942	10.941	15.338	16.338
ENSG00000148488.11	ST8SIA6	protein_coding	chr10	17360382	17496329	-	2627	0.111	0.069	0.069	0.085	0.457	0.236	0.015	0.036	0.043	0.024	0.03	0.013
ENSG00000148498.11	PARD3	protein_coding	chr10	34398488	35104253	-	6513	0.213	0.284	0.151	0.193	0.106	0.101	0.006	0.039	0.006	0.014	0.006	0.033
ENSG00000148516.17	ZEB1	protein_coding	chr10	31607424	31818742	+	8561	7.184	5.046	6.61	4.694	7.971	6.787	9.011	5.445	9.74	5.494	10.531	10.13
ENSG00000148572.10	NRBF2	protein_coding	chr10	64893050	64914783	+	1850	8.76	9.861	9.232	10.58	10.175	11.625	8.422	10.473	9.051	10.528	11.072	14.636
ENSG00000148584.10	A1CF	protein_coding	chr10	52559169	52645435	-	9603	0.004	0.011	0.008	0.004	0.024	0.015	0.008	0.003	0.012	0.016	0.012	0.004
ENSG00000148600.10	CDHR1	protein_coding	chr10	85954410	85979377	+	6189	1.212	0.656	1.183	0.52	0.708	0.247	0.365	0.142	0.327	0.121	1.048	0.137
ENSG00000148606.8	POLR3A	protein_coding	chr10	79734907	79789303	-	8112	5.083	8.839	5.342	8.876	5.176	8.097	5.811	10.838	5.264	11.382	5.947	8.838
ENSG00000148634.11	HERC4	protein_coding	chr10	69681665	69835105	-	15838	5.664	4.053	5.445	3.829	6.915	4.84	6.44	3.094	6.698	3.303	6.392	4.312
ENSG00000148655.10	C10orf11	protein_coding	chr10	77360998	78319925	+	6149	0.018	0.006	0.006	0.012	0.045	0.018	0	0	0.006	0	0.006	0
ENSG00000148660.16	CAMK2G	protein_coding	chr10	75572259	75634343	-	6770	10.754	3.327	10.301	3.427	10.243	4.937	11.431	1.203	11.62	1.217	9.658	2.57
ENSG00000148672.7	GLUD1	protein_coding	chr10	88810243	88854623	-	4027	22.285	28.451	20.907	28.391	27.244	29.517	20.555	33.243	20.707	32.577	28.587	32.942
ENSG00000148677.6	ANKRD1	protein_coding	chr10	92671853	92681033	-	1979	1.682	1.448	1.288	1.832	0.699	0.424	0.421	0.381	0.625	0.284	0.04	0.054
ENSG00000148680.11	HTR7	protein_coding	chr10	92500578	92617671	-	3447	0.011	0.021	0.021	0.043	0.054	0.085	0.012	0.1	0	0.054	0	0.072
ENSG00000148688.9	RPP30	protein_coding	chr10	92631473	92668312	+	6872	5.978	6.782	6.052	6.009	5.807	6.333	5.434	5.094	5.838	5.16	5.716	6.173
ENSG00000148690.10	FRA10AC1	protein_coding	chr10	95427640	95462329	-	8222	4.445	4.566	4.398	4.379	5.022	4.256	5.097	3.902	5.094	4.039	4.672	4.362
ENSG00000148700.9	ADD3	protein_coding	chr10	111756126	111895323	+	6541	31.992	4.73	33.159	4.356	34.738	11.741	46.39	1.943	49.024	1.899	32.747	6.708
ENSG00000148719.10	DNAJB12	protein_coding	chr10	74092588	74114988	-	5649	8.128	7.878	7.807	8.037	7.955	10.337	7.706	10.529	7.096	9.636	9.396	11.864
ENSG00000148730.6	EIF4EBP2	protein_coding	chr10	72164135	72188374	+	7257	21.193	19.816	21.487	18.859	27.382	24.772	24.102	20.709	24.613	20.336	27.046	25.527
ENSG00000148734.7	NPFFR1	protein_coding	chr10	72007085	72043432	-	8921	0.004	0.037	0.045	0.029	0	0	0	0.007	0.013	0.003	0	0.004
ENSG00000148735.10	PLEKHS1	protein_coding	chr10	115511213	115543188	+	5402	0.041	0.034	0.013	0.014	0.102	0.04	0.015	0.017	0.042	0.029	0.095	0.079
ENSG00000148737.11	TCF7L2	protein_coding	chr10	114710009	114927437	+	5049	0.37	0.503	0.252	0.498	0.338	0.296	0.173	0.916	0.156	0.983	0.195	0.288
ENSG00000148773.8	MKI67	protein_coding	chr10	129894923	129924649	-	12807	7.201	4.036	7.094	1.95	0.263	0.276	2.349	1.393	2.381	1.321	0.206	0.086
ENSG00000148795.5	CYP17A1	protein_coding	chr10	104590288	104597290	-	3386	0.097	0.043	0.14	0.033	0.082	0.118	0.094	0.056	0.066	0.065	0.046	0.021
ENSG00000148798.5	INA	protein_coding	chr10	105036920	105050108	+	3231	0.113	0.427	0.27	0.263	0.114	0.384	0.061	0.107	0.035	0.184	0.024	0.274
ENSG00000148803.7	FUOM	protein_coding	chr10	135168658	135171529	-	1274	6.834	7.743	6.631	6.68	4.961	8.841	2.427	3.086	3.205	3.528	3.055	4.729
ENSG00000148814.13	LRRC27	protein_coding	chr10	134145614	134195010	+	11541	1.113	0.522	1.145	0.516	1.279	0.594	1.608	0.308	1.581	0.325	1.254	0.51
ENSG00000148824.14	MTG1	protein_coding	chr10	135207598	135234811	+	4095	8.282	5.482	7.123	6.09	5.994	4.833	3.534	2.734	3.65	2.805	3.965	3.67
ENSG00000148832.10	PAOX	protein_coding	chr10	135192695	135205198	+	2320	5.614	1.485	6.059	2.073	6.026	3.504	6.1	1.207	5.199	0.807	5.677	2.505
